
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
       0.0000000        0.0000000        0.0000000 
   0.00011837685    2.2793057e-05    8.1613850e-05 
   0.00012483958    2.4037434e-05    8.6069521e-05 
   0.00013831481    2.6632045e-05    9.5359903e-05 
   0.00014266884    2.7470397e-05    9.8361745e-05 
   8.5086817e-05    1.6383176e-05    5.8662340e-05 
   7.7011715e-05    1.4828343e-05    5.3095033e-05 
   0.00012620559    2.4300455e-05    8.7011307e-05 
   8.6651312e-05    1.6684414e-05    5.9740967e-05 
   7.1489352e-05    1.3765030e-05    4.9287690e-05 
   9.5734161e-05    1.8433286e-05    6.6003055e-05 
   7.9904371e-05    1.5385314e-05    5.5089349e-05 
   9.7847234e-05    1.8840151e-05    6.7459894e-05 
   0.00010639601    2.0486188e-05    7.3353770e-05 
   0.00011413507    2.1976318e-05    7.8689397e-05 
   6.9412930e-05    1.3365222e-05    4.7856119e-05 
   8.6346468e-05    1.6625717e-05    5.9530795e-05 
   0.00017127901    3.2979189e-05    0.00011808677 
   0.00016608168    3.1978461e-05    0.00011450352 
